"","Ano","Codigo_Programa","Codigo_Actividad_u_Obra","Vigente","Devengado","Codigo_Economico_Nivel_4","Codigo_Departamento","Codigo_Municipio","Codigo_Fuente_agregada","Codigo_Renglon","ej"
"189704",2017,11,1102000004000,425265,96800,2112000,12,1201,10,185,0
"189705",2017,11,1102000004000,613600,374880,2112000,13,1301,10,185,0
"189706",2017,11,1102000004000,604800,319440,2112000,14,1401,10,185,0
"189707",2017,11,1102000004000,442000,202950,2112000,15,1501,10,185,0
"189708",2017,11,1102000004000,900745,679745,2112000,16,1601,10,185,0
"189709",2017,11,1102000004000,91700,48400,2112000,17,1701,10,185,0
"189710",2017,11,1102000004000,442000,195360,2112000,18,1801,10,185,0
"189712",2017,11,1102000004000,198480,0,2112000,21,2101,10,185,0
"189713",2017,11,1102000004000,569980,287100,2112000,22,2201,10,185,0
"189714",2017,11,1102000004000,24360,0,2112000,22,2202,10,185,0
"189715",2017,12,1202000001000,613100,15326.76,2112000,1,101,10,122,0
"189716",2017,12,1202000001000,364000,142880,2112000,1,101,20,122,0
"189717",2017,12,1202000001000,8780,4438.29,2112000,2,207,10,122,0
"189718",2017,12,1202000001000,8780,4438.29,2112000,3,311,10,122,0
"189719",2017,12,1202000001000,8760,4428.18,2112000,4,403,10,122,0
"189720",2017,12,1202000001000,8760,4428.18,2112000,5,509,10,122,0
"189721",2017,12,1202000001000,8780,4438.29,2112000,6,601,10,122,0
"189722",2017,12,1202000001000,38400,31584,2112000,6,601,20,122,0
"189723",2017,12,1202000001000,30550,30481.9,2112000,7,701,10,122,1
"189724",2017,12,1202000001000,8760,4428.18,2112000,7,706,10,122,0
"189725",2017,12,1202000001000,8780,4438.29,2112000,8,803,10,122,0
"189726",2017,12,1202000001000,67430,34920.19,2112000,9,901,10,122,0
"189727",2017,12,1202000001000,8760,4428.18,2112000,10,1004,10,122,0
"189728",2017,12,1202000001000,8780,4438.29,2112000,11,1102,10,122,0
"189729",2017,12,1202000001000,31025,30481.9,2112000,12,1201,10,122,1
"189730",2017,12,1202000001000,8780,4438.29,2112000,12,1204,10,122,0
"189731",2017,12,1202000001000,63955,34920.19,2112000,13,1301,10,122,0
"189732",2017,12,1202000001000,80000,33480,2112000,13,1301,20,122,0
"189733",2017,12,1202000001000,30475,30436.2,2112000,14,1401,10,122,1
"189734",2017,12,1202000001000,11020,5570.61,2112000,14,1419,10,122,0
"189735",2017,12,1202000001000,37640,19027.02,2112000,15,1501,10,122,0
"189736",2017,12,1202000001000,12060,11656.83,2112000,16,1601,10,122,1
"189737",2017,12,1202000001000,8780,4438.29,2112000,17,1701,10,122,0
"189739",2017,12,1202000001000,24000,19740,2112000,18,1801,20,122,0
"189740",2017,12,1202000001000,8780,4438.29,2112000,18,1802,10,122,0
"189741",2017,12,1202000001000,8780,4438.29,2112000,19,1902,10,122,0
"189742",2017,12,1202000001000,8780,4438.29,2112000,20,2001,10,122,0
"189743",2017,12,1202000001000,28800,23688,2112000,21,2101,20,122,0
"189744",2017,12,1202000001000,8780,4438.29,2112000,21,2106,10,122,0
"189745",2017,12,1202000001000,35125,34874.49,2112000,22,2201,10,122,1
"189746",2017,12,1202000001000,28800,23688,2112000,22,2201,20,122,0
"189748",2017,12,1202000001000,123060,6813.6,2112000,1,101,10,133,0
"189749",2017,12,1202000001000,20550,0,2112000,1,101,10,141,0
"189750",2017,12,1202000001000,2750,0,2112000,14,1401,10,141,0
"189751",2017,12,1202000001000,2750,0,2112000,15,1501,10,141,0
"189752",2017,12,1202000001000,2750,0,2112000,16,1601,10,141,0
"189753",2017,12,1202000001000,2000,0,2112000,18,1801,10,141,0
"189754",2017,12,1202000001000,140625,0,2112000,1,101,10,185,0
"189755",2017,12,1202000001000,49350,0,2112000,9,901,10,185,0
"189756",2017,12,1202000001000,51490,34745,2112000,12,1201,10,185,0
"189757",2017,12,1202000001000,67940,35200,2112000,13,1301,10,185,0
"189758",2017,12,1202000001000,52240,0,2112000,14,1401,10,185,0
"189759",2017,12,1202000001000,36000,0,2112000,15,1501,10,185,0
"189760",2017,12,1202000001000,56200,0,2112000,16,1601,10,185,0
"189761",2017,12,1202000001000,36000,0,2112000,18,1801,10,185,0
"189762",2017,12,1202000001000,11750,0,2112000,22,2201,10,185,0
"189763",2017,12,1202000001000,3533000,1008000,2112000,1,101,10,189,0
"189835",2017,12,1202000001000,7192,1400,2112000,1,101,10,241,0
"189836",2017,12,1202000001000,4480,0,2112000,1,101,10,242,0
"189837",2017,12,1202000001000,2575,1296.32,2112000,1,101,10,243,0
"189838",2017,12,1202000001000,560,299.78,2112000,1,101,10,244,0
"189839",2017,12,1202000001000,30000,23595,2112000,1,101,10,267,0
"189840",2017,12,1202000001000,9000,0,2112000,1,101,10,268,0
"189841",2017,12,1202000001000,6989,666.09,2112000,1,101,10,291,0
"189842",2017,12,1202000001000,240765,0,2112000,1,101,10,293,0
"189843",2017,12,1202000002000,77322,64938.13,2112000,1,101,20,122,0
"189844",2017,12,1202000002000,46200,10064.9,2112000,1,107,20,122,0
"189845",2017,12,1202000002000,40126,4033.17,2112000,1,109,20,122,0
"189846",2017,12,1202000002000,584514,126931.73,2112000,1,110,20,122,0
"189847",2017,12,1202000002000,22491,4903.85,2112000,1,111,20,122,0
"189848",2017,12,1202000002000,47733,10369.44,2112000,1,112,20,122,0
"189849",2017,12,1202000002000,13797,2998.66,2112000,3,304,20,122,0
"189850",2017,12,1202000002000,16695,3626.4,2112000,3,305,20,122,0
"189851",2017,12,1202000002000,14574,3174.86,2112000,3,306,20,122,0
"189852",2017,12,1202000002000,130557,28314.46,2112000,4,401,20,122,0
"189853",2017,12,1202000002000,123711,26907.78,2112000,4,402,20,122,0
"189854",2017,12,1202000002000,47691,10363.57,2112000,4,403,20,122,0
"189855",2017,12,1202000002000,195972,42609.54,2112000,4,404,20,122,0
"189856",2017,12,1202000002000,68481,14879.69,2112000,4,405,20,122,0
"189857",2017,12,1202000002000,331422,71938.39,2112000,4,406,20,122,0
"189858",2017,12,1202000002000,205191,44541.63,2112000,4,407,20,122,0
"189859",2017,12,1202000002000,4389,955.2,2112000,4,408,20,122,0
"189860",2017,12,1202000002000,33999,7397.31,2112000,4,409,20,122,0
"189861",2017,12,1202000002000,23667,5151.7,2112000,4,410,20,122,0
"189862",2017,12,1202000002000,11151,2421.28,2112000,4,411,20,122,0
"189863",2017,12,1202000002000,7665,1664.16,2112000,4,412,20,122,0
"189864",2017,12,1202000002000,6972,1515.65,2112000,4,414,20,122,0
"189865",2017,12,1202000002000,17031,3701.8,2112000,4,415,20,122,0
"189867",2017,12,1202000002000,510022,114008.62,2112000,7,701,20,122,0
"189868",2017,12,1202000002000,6132,1331.81,2112000,7,702,20,122,0
"189869",2017,12,1202000002000,7320,1561.49,2112000,7,703,20,122,0
"189870",2017,12,1202000002000,61800,13247.77,2112000,7,704,20,122,0
"189871",2017,12,1202000002000,204560,43805.29,2112000,7,706,20,122,0
"189872",2017,12,1202000002000,31300,6689.48,2112000,7,707,20,122,0
"189873",2017,12,1202000002000,174100,24169.15,2112000,7,708,20,122,0
"189874",2017,12,1202000002000,5019,1088.79,2112000,7,710,20,122,0
"189875",2017,12,1202000002000,24738,5373.98,2112000,7,711,20,122,0
"189876",2017,12,1202000002000,76314,16597.6,2112000,7,712,20,122,0
"189877",2017,12,1202000002000,89502,19442.42,2112000,7,713,20,122,0
"189878",2017,12,1202000002000,30807,6684.46,2112000,7,714,20,122,0
"189879",2017,12,1202000002000,17136,3722.5,2112000,7,715,20,122,0
"189880",2017,12,1202000002000,13692,2982.05,2112000,7,716,20,122,0
"189881",2017,12,1202000002000,15840,9525.8,2112000,7,717,20,122,0
"189882",2017,12,1202000002000,8688,5253.2,2112000,7,718,20,122,0
"189883",2017,12,1202000002000,37800,22753,2112000,7,719,20,122,0
"189884",2017,12,1202000002000,301680,64652.82,2112000,8,801,20,122,0
"189885",2017,12,1202000002000,98640,21115.08,2112000,8,802,20,122,0
"189886",2017,12,1202000002000,197340,42220.98,2112000,8,803,20,122,0
"189887",2017,12,1202000002000,104060,22290.99,2112000,8,804,20,122,0
"189888",2017,12,1202000002000,457320,97790.55,2112000,8,805,20,122,0
"189889",2017,12,1202000002000,221280,47237.48,2112000,8,806,20,122,0
"189890",2017,12,1202000002000,88540,18832.7,2112000,8,807,20,122,0
"189891",2017,12,1202000002000,43400,9289.87,2112000,8,808,20,122,0
"189892",2017,12,1202000002000,192660,21768.71,2112000,9,901,20,122,0
"189893",2017,12,1202000002000,34260,7332.86,2112000,9,902,20,122,0
"189894",2017,12,1202000002000,80320,17187.64,2112000,9,903,20,122,0
"189895",2017,12,1202000002000,56180,12032.73,2112000,9,904,20,122,0
"189896",2017,12,1202000002000,1100,226.94,2112000,9,905,20,122,0
"189897",2017,12,1202000002000,143660,41569.55,2112000,9,906,20,122,0
"189898",2017,12,1202000002000,97830,28418.59,2112000,9,907,20,122,0
"189899",2017,12,1202000002000,60564,17242.81,2112000,9,908,20,122,0
"189900",2017,12,1202000002000,260432,76619.63,2112000,9,909,20,122,0
"189901",2017,12,1202000002000,1240,257.38,2112000,9,910,20,122,0
"189902",2017,12,1202000002000,69364,20189.88,2112000,9,911,20,122,0
"189903",2017,12,1202000002000,166624,48066.64,2112000,9,912,20,122,0
"189904",2017,12,1202000002000,32880,6992.65,2112000,9,913,20,122,0
"189905",2017,12,1202000002000,116360,24931.02,2112000,9,914,20,122,0
"189906",2017,12,1202000002000,52280,11201.19,2112000,9,915,20,122,0
"189907",2017,12,1202000002000,37620,8043.04,2112000,9,916,20,122,0
"189908",2017,12,1202000002000,24292,6996.26,2112000,9,917,20,122,0
"189909",2017,12,1202000002000,32100,6868.98,2112000,9,918,20,122,0
"189910",2017,12,1202000002000,60148,17732.38,2112000,9,919,20,122,0
"189911",2017,12,1202000002000,7452,2131.67,2112000,9,922,20,122,0
"189912",2017,12,1202000002000,23380,5011.95,2112000,9,923,20,122,0
"189913",2017,12,1202000002000,38672,13333.26,2112000,9,924,20,122,0
"189914",2017,12,1202000002000,51300,527.72,2112000,10,1001,20,122,0
"189915",2017,12,1202000002000,22260,4763.15,2112000,10,1009,20,122,0
"189916",2017,12,1202000002000,4080,2467.6,2112000,10,1010,20,122,0
"189917",2017,12,1202000002000,4080,2467.6,2112000,10,1011,20,122,0
"189918",2017,12,1202000002000,23040,13942.2,2112000,10,1013,20,122,0
"189919",2017,12,1202000002000,19208,4429.46,2112000,10,1014,20,122,0
"189920",2017,12,1202000002000,13400,2868.7,2112000,10,1017,20,122,0
"189921",2017,12,1202000002000,9780,2084.73,2112000,11,1101,20,122,0
"189922",2017,12,1202000002000,18660,3989.96,2112000,11,1102,20,122,0
"189923",2017,12,1202000002000,5260,1122.19,2112000,11,1103,20,122,0
"189924",2017,12,1202000002000,2940,622.87,2112000,11,1104,20,122,0
"189925",2017,12,1202000002000,2620,552.51,2112000,11,1105,20,122,0
"189926",2017,12,1202000002000,50000,10634.78,2112000,11,1106,20,122,0
"189927",2017,12,1202000002000,23960,5100.17,2112000,11,1107,20,122,0
"189928",2017,12,1202000002000,14488,4222.39,2112000,11,1108,20,122,0
"189929",2017,12,1202000002000,54580,11643.41,2112000,11,1109,20,122,0
"189930",2017,12,1202000002000,114912,6888.83,2112000,12,1201,20,122,0
"189931",2017,12,1202000002000,18543,11400.32,2112000,12,1202,20,122,0
"189932",2017,12,1202000002000,38484,11060.22,2112000,12,1203,20,122,0
"189933",2017,12,1202000002000,341278,104125,2112000,12,1204,20,122,0
"189934",2017,12,1202000002000,308648,89181.24,2112000,12,1205,20,122,0
"189935",2017,12,1202000002000,401808,120648.09,2112000,12,1206,20,122,0
"189936",2017,12,1202000002000,160288,46631.24,2112000,12,1207,20,122,0
"189937",2017,12,1202000002000,78528,22551.12,2112000,12,1208,20,122,0
"189938",2017,12,1202000002000,302010,91531.38,2112000,12,1209,20,122,0
"189939",2017,12,1202000002000,38416,10866.62,2112000,12,1210,20,122,0
"189940",2017,12,1202000002000,3080,1045.72,2112000,12,1211,20,122,0
"189941",2017,12,1202000002000,8652,2464.54,2112000,12,1212,20,122,0
"189942",2017,12,1202000002000,11800,3340.85,2112000,12,1213,20,122,0
"189943",2017,12,1202000002000,7644,2187.35,2112000,12,1214,20,122,0
"189944",2017,12,1202000002000,129764,37824.23,2112000,12,1215,20,122,0
"189945",2017,12,1202000002000,25056,7190.7,2112000,12,1216,20,122,0
"189946",2017,12,1202000002000,6112,1787.49,2112000,12,1217,20,122,0
"189947",2017,12,1202000002000,106216,30346,2112000,12,1219,20,122,0
"189948",2017,12,1202000002000,2072,691.82,2112000,12,1220,20,122,0
"189949",2017,12,1202000002000,3832,1318.7,2112000,12,1221,20,122,0
"189950",2017,12,1202000002000,113804,33567.62,2112000,12,1223,20,122,0
"189951",2017,12,1202000002000,36260,10315.93,2112000,12,1224,20,122,0
"189952",2017,12,1202000002000,9412,2631.31,2112000,12,1225,20,122,0
"189953",2017,12,1202000002000,12664,3662.75,2112000,12,1227,20,122,0
"189954",2017,12,1202000002000,16664,4711.85,2112000,12,1228,20,122,0
"189955",2017,12,1202000002000,55552,16003.96,2112000,12,1229,20,122,0
"189956",2017,12,1202000002000,42060,8229.1,2112000,13,1301,20,122,0
"189957",2017,12,1202000002000,103824,30714.24,2112000,13,1302,20,122,0
"189958",2017,12,1202000002000,33380,4553.88,2112000,13,1303,20,122,0
"189959",2017,12,1202000002000,105216,31195.14,2112000,13,1304,20,122,0
"189960",2017,12,1202000002000,1760,772.04,2112000,13,1305,20,122,0
"189961",2017,12,1202000002000,180916,54083.73,2112000,13,1306,20,122,0
"189962",2017,12,1202000002000,105336,45228.24,2112000,13,1308,20,122,0
"189963",2017,12,1202000002000,202908,61603.09,2112000,13,1309,20,122,0
"189964",2017,12,1202000002000,198748,60064.24,2112000,13,1310,20,122,0
"189965",2017,12,1202000002000,85680,24700.33,2112000,13,1311,20,122,0
"189966",2017,12,1202000002000,188488,53905.46,2112000,13,1312,20,122,0
"189967",2017,12,1202000002000,203272,59489.51,2112000,13,1315,20,122,0
"189968",2017,12,1202000002000,156080,44362.58,2112000,13,1316,20,122,0
"189969",2017,12,1202000002000,104280,45057.08,2112000,13,1317,20,122,0
"189970",2017,12,1202000002000,198744,57938.99,2112000,13,1319,20,122,0
"189971",2017,12,1202000002000,164584,55676.4,2112000,13,1320,20,122,0
"189972",2017,12,1202000002000,49800,49614.7,2112000,13,1322,20,122,1
"189973",2017,12,1202000002000,63338,27378.52,2112000,13,1323,20,122,0
"189974",2017,12,1202000002000,187638,80845.84,2112000,13,1326,20,122,0
"189975",2017,12,1202000002000,22728,7664.15,2112000,13,1327,20,122,0
"189976",2017,12,1202000002000,48420,13842.79,2112000,13,1328,20,122,0
"189977",2017,12,1202000002000,70188,20009.54,2112000,13,1329,20,122,0
"189978",2017,12,1202000002000,71968,20590.36,2112000,13,1330,20,122,0
"189979",2017,12,1202000002000,6528,2240.84,2112000,13,1331,20,122,0
"189980",2017,12,1202000002000,1048,364.16,2112000,13,1332,20,122,0
"189981",2017,12,1202000002000,248940,53206.22,2112000,14,1401,20,122,0
"189982",2017,12,1202000002000,119080,25400.65,2112000,14,1402,20,122,0
"189983",2017,12,1202000002000,52160,11149.3,2112000,14,1403,20,122,0
"189984",2017,12,1202000002000,142280,30372.26,2112000,14,1404,20,122,0
"189985",2017,12,1202000002000,572080,122180.54,2112000,14,1406,20,122,0
"189986",2017,12,1202000002000,28400,6047.01,2112000,14,1407,20,122,0
"189987",2017,12,1202000002000,109540,23384.13,2112000,14,1408,20,122,0
"189988",2017,12,1202000002000,133520,28440.92,2112000,14,1409,20,122,0
"189989",2017,12,1202000002000,179640,38400.91,2112000,14,1410,20,122,0
"189990",2017,12,1202000002000,326440,69592.41,2112000,14,1412,20,122,0
"189991",2017,12,1202000002000,111060,23697.89,2112000,14,1414,20,122,0
"189992",2017,12,1202000002000,64080,13650.53,2112000,14,1417,20,122,0
"189993",2017,12,1202000002000,20360,4290.32,2112000,14,1418,20,122,0
"189994",2017,12,1202000002000,14700,3137.26,2112000,14,1419,20,122,0
"189995",2017,12,1202000002000,3480,739.08,2112000,14,1421,20,122,0
"189996",2017,12,1202000002000,788100,151582.72,2112000,16,1601,20,122,0
"189997",2017,12,1202000002000,2660,571.54,2112000,16,1604,20,122,0
"189998",2017,12,1202000002000,25420,5443.73,2112000,16,1605,20,122,0
"189999",2017,12,1202000002000,214740,46113.42,2112000,16,1606,20,122,0
"190000",2017,12,1202000002000,451760,97069.27,2112000,16,1608,20,122,0
"190001",2017,12,1202000002000,1051340,225410.84,2112000,16,1609,20,122,0
"190002",2017,12,1202000002000,208520,44736.44,2112000,16,1610,20,122,0
"190003",2017,12,1202000002000,117180,25130.34,2112000,16,1611,20,122,0
"190004",2017,12,1202000002000,319160,68384.64,2112000,16,1612,20,122,0
"190005",2017,12,1202000002000,380280,81473.01,2112000,16,1613,20,122,0
"190006",2017,12,1202000002000,100880,21633.52,2112000,16,1614,20,122,0
"190007",2017,12,1202000002000,290600,62182.55,2112000,16,1615,20,122,0
"190008",2017,12,1202000002000,166920,35831.95,2112000,16,1616,20,122,0
"190009",2017,12,1202000002000,144780,31009.15,2112000,16,1617,20,122,0
"190010",2017,12,1202000002000,14640,6697.8,2112000,17,1701,20,122,0
"190011",2017,12,1202000002000,4920,3667.32,2112000,17,1702,20,122,0
"190012",2017,12,1202000002000,8016,6642.9,2112000,17,1703,20,122,0
"190013",2017,12,1202000002000,14520,7916.58,2112000,17,1704,20,122,0
"190014",2017,12,1202000002000,17304,5171.58,2112000,17,1705,20,122,0
"190015",2017,12,1202000002000,11304,2250.9,2112000,17,1706,20,122,0
"190016",2017,12,1202000002000,16980,3640.55,2112000,17,1707,20,122,0
"190017",2017,12,1202000002000,52620,11303.6,2112000,17,1709,20,122,0
"190018",2017,12,1202000002000,56660,12123.5,2112000,17,1710,20,122,0
"190019",2017,12,1202000002000,18060,3868.98,2112000,17,1712,20,122,0
"190020",2017,12,1202000002000,25884,22230,2112000,18,1801,20,122,0
"190021",2017,12,1202000002000,2080,446.26,2112000,18,1802,20,122,0
"190022",2017,12,1202000002000,359760,77196.49,2112000,18,1803,20,122,0
"190025",2017,12,1202000004000,724520,711920,2112000,1,101,20,185,1
"190026",2017,12,1202000004000,1361360,238205,2112000,3,301,20,185,0
"190027",2017,12,1202000004000,1871375,1190695,2112000,4,401,20,185,0
"190028",2017,12,1202000004000,1176795,0,2112000,5,501,20,185,0
"190029",2017,12,1202000004000,663000,18480,2112000,6,601,20,185,0
"190030",2017,12,1202000004000,1836780,1156100,2112000,7,701,20,185,0
"190031",2017,12,1202000004000,1590025,927025,2112000,8,801,20,185,0
"190032",2017,12,1202000004000,1379040,447975,2112000,9,901,20,185,0
"190033",2017,12,1202000004000,1379040,229680,2112000,10,1001,20,185,0
"190034",2017,12,1202000004000,1343680,232815,2112000,11,1101,20,185,0
"190035",2017,12,1202000004000,1361360,322080,2112000,12,1201,20,185,0
"190036",2017,12,1202000004000,2123680,1433520,2112000,13,1301,20,185,0
"190037",2017,12,1202000004000,2211360,1488960,2112000,14,1401,20,185,0
"190038",2017,12,1202000004000,1379040,579150,2112000,15,1501,20,185,0
"190039",2017,12,1202000004000,2983915,2303235,2112000,16,1601,20,185,0
"190040",2017,12,1202000004000,680680,209440,2112000,17,1701,20,185,0
"190041",2017,12,1202000004000,1583850,912010,2112000,18,1801,20,185,0
"190044",2017,12,1202000004000,1445100,782100,2112000,22,2201,20,185,0
"190045",2017,12,1202000004000,11000,0,2112000,22,2202,20,185,0
"190046",2017,12,1205000001000,124288,41619.2,2112000,1,101,10,122,0
"190047",2017,12,1205000001000,21870,8676.24,2112000,2,201,10,122,0
"190048",2017,12,1205000001000,27270,10466.24,2112000,3,301,10,122,0
"190049",2017,12,1205000001000,32270,11766.24,2112000,4,401,10,122,0
"190050",2017,12,1205000001000,20990,8012.95,2112000,5,501,10,122,0
"190051",2017,12,1205000001000,25190,8905.99,2112000,6,601,10,122,0
"190052",2017,12,1205000001000,27590,10699.9,2112000,7,701,10,122,0
"190053",2017,12,1205000001000,29590,11999.9,2112000,8,801,10,122,0
"190054",2017,12,1205000001000,32590,11999.9,2112000,9,901,10,122,0
"190055",2017,12,1205000001000,24270,10466.24,2112000,10,1001,10,122,0
"190056",2017,12,1205000001000,24270,10466.24,2112000,11,1101,10,122,0
"190057",2017,12,1205000001000,27270,10466.24,2112000,12,1201,10,122,0
"190058",2017,12,1205000001000,33720,11999.9,2112000,13,1301,10,122,0
"190059",2017,12,1205000001000,29590,11999.9,2112000,14,1401,10,122,0
"190060",2017,12,1205000001000,33400,11766.24,2112000,15,1501,10,122,0
"190061",2017,12,1205000001000,34400,12416.24,2112000,16,1601,10,122,0
"190066",2017,12,1205000001000,26870,9976.24,2112000,17,1701,10,122,0
"190067",2017,12,1205000001000,31230,11161.36,2112000,18,1801,10,122,0
"190068",2017,12,1205000001000,21550,8442.57,2112000,19,1901,10,122,0
"190069",2017,12,1205000001000,20990,8012.95,2112000,20,2001,10,122,0
"190070",2017,12,1205000001000,22510,9139.66,2112000,21,2101,10,122,0
"190071",2017,12,1205000001000,23510,7839.66,2112000,22,2201,10,122,0
"190072",2017,12,1205000001000,25200,9198.75,2112000,1,101,10,133,0
"190074",2017,12,1205000001000,8000,4000,2112000,1,110,10,211,0
"190076",2017,12,1205000001000,8000,8000,2112000,5,501,10,211,1
"190080",2017,12,1205000001000,8000,8000,2112000,9,920,10,211,1
"190081",2017,12,1205000001000,8000,5800,2112000,12,1215,10,211,0
"190082",2017,12,1205000001000,8000,7250,2112000,13,1302,10,211,0
"190084",2017,12,1205000001000,8000,6000,2112000,14,1412,10,211,0
"190085",2017,12,1205000001000,8000,8000,2112000,16,1601,10,211,1
"190087",2017,12,1205000001000,8000,8000,2112000,18,1802,10,211,1
"190088",2017,12,1205000001000,8000,7500,2112000,20,2001,10,211,0
"190089",2017,12,1205000001000,8000,6500,2112000,21,2101,10,211,0
"190090",2017,12,1205000001000,8000,7500,2112000,22,2201,10,211,0
"190091",2017,12,1205000001000,1360,380,2112000,1,101,10,241,0
"190092",2017,12,1205000001000,115,0,2112000,1,101,10,242,0
"190093",2017,12,1205000001000,280,0,2112000,1,101,10,243,0
"190094",2017,12,1205000001000,3720,0,2112000,1,101,10,244,0
"190095",2017,12,1205000001000,11400,11391,2112000,1,101,10,267,1
"190096",2017,12,1205000001000,1425,1424.99,2112000,1,101,10,291,1
"190097",2017,13,1300000002000,22500,0,2112000,1,101,10,121,0
"190098",2017,13,1300000002000,216462,16063.96,2112000,1,101,10,122,0
"190099",2017,13,1300000002000,2641,2640,2112000,1,101,60,122,1
"190100",2017,13,1300000002000,1914,1857.24,2112000,3,301,10,122,1
"190101",2017,13,1300000002000,28694,27967.73,2112000,4,401,10,122,1
"190102",2017,13,1300000002000,1044,1013.04,2112000,5,501,10,122,1
"190103",2017,13,1300000002000,1218,1181.88,2112000,6,601,10,122,1
"190104",2017,13,1300000002000,35058,34129.98,2112000,7,701,10,122,1
"190105",2017,13,1300000002000,31940,21842.44,2112000,7,701,60,122,0
"190106",2017,13,1300000002000,34298,33398.48,2112000,8,801,10,122,1
"190107",2017,13,1300000002000,57260,21842.44,2112000,8,801,60,122,0
"190108",2017,13,1300000002000,36066,35118.48,2112000,9,901,10,122,1
"190109",2017,13,1300000002000,21980,21842.44,2112000,9,901,60,122,1
"190110",2017,13,1300000002000,3306,3207.96,2112000,10,1001,10,122,1
"190111",2017,13,1300000002000,4156,4057.12,2112000,11,1101,10,122,1
"190112",2017,13,1300000002000,53670,52222.17,2112000,12,1201,10,122,1
"190113",2017,13,1300000002000,64070,62324.42,2112000,13,1301,10,122,1
"190114",2017,13,1300000002000,7378,7377.25,2112000,13,1301,60,122,1
"190115",2017,13,1300000002000,6553,6552.25,2112000,13,1315,60,122,1
"190116",2017,13,1300000002000,48164,46874.42,2112000,14,1401,10,122,1
"190117",2017,13,1300000002000,78582,40245.17,2112000,14,1401,60,122,0
"190118",2017,13,1300000002000,17223,17221.8,2112000,14,1410,60,122,1
"190119",2017,13,1300000002000,1218,1181.88,2112000,15,1501,10,122,1
"190120",2017,13,1300000002000,43793,43792.65,2112000,15,1501,60,122,1
"190121",2017,13,1300000002000,23654,23653.1,2112000,15,1504,60,122,1
"190122",2017,13,1300000002000,19315,19314.55,2112000,15,1508,60,122,1
"190123",2017,13,1300000002000,91356,89185.71,2112000,16,1601,10,122,1
"190124",2017,13,1300000002000,142525,70631.16,2112000,16,1601,60,122,0
"190125",2017,13,1300000002000,15059,15058.45,2112000,16,1617,60,122,1
"190126",2017,13,1300000002000,4838,4716.68,2112000,17,1701,10,122,1
"190127",2017,13,1300000002000,28940,27948.92,2112000,17,1701,60,122,1
"190128",2017,13,1300000002000,9336,9089.73,2112000,18,1801,10,122,1
"190129",2017,13,1300000002000,28300,27948.92,2112000,18,1801,60,122,1
"190130",2017,13,1300000002000,1044,1013.04,2112000,20,2001,10,122,1
"190131",2017,13,1300000002000,8677,8676.35,2112000,20,2001,60,122,1
"190132",2017,13,1300000002000,7852,7851.35,2112000,20,2006,60,122,1
"190133",2017,13,1300000002000,1044,1013.04,2112000,21,2101,10,122,1
"190134",2017,13,1300000002000,35626,35625.2,2112000,21,2101,60,122,1
"190135",2017,13,1300000002000,23035,23034.2,2112000,21,2102,60,122,1
"190136",2017,13,1300000002000,11767,11766,2112000,21,2103,60,122,1
"190137",2017,13,1300000002000,1044,1013.04,2112000,22,2201,10,122,1
"190138",2017,13,1300000002000,45880,4435.75,2112000,1,101,10,133,0
"190139",2017,13,1300000002000,12000,0,2112000,1,101,10,141,0
"190140",2017,13,1300000002000,176360,0,2112000,1,101,10,185,0
"190141",2017,13,1300000002000,10000,0,2112000,2,201,10,185,0
"190142",2017,13,1300000002000,25000,0,2112000,3,301,10,185,0
"190143",2017,13,1300000002000,10000,0,2112000,4,401,10,185,0
"190144",2017,13,1300000002000,10000,0,2112000,5,501,10,185,0
"190145",2017,13,1300000002000,5000,0,2112000,6,601,10,185,0
"190146",2017,13,1300000002000,10000,0,2112000,7,701,10,185,0
"190147",2017,13,1300000002000,10000,0,2112000,8,801,10,185,0
"190148",2017,13,1300000002000,19300,0,2112000,9,901,10,185,0
"190149",2017,13,1300000002000,10000,0,2112000,10,1001,10,185,0
"190150",2017,13,1300000002000,10000,0,2112000,11,1101,10,185,0
"190151",2017,13,1300000002000,30000,0,2112000,12,1201,10,185,0
"190152",2017,13,1300000002000,67200,0,2112000,13,1301,10,185,0
"190153",2017,13,1300000002000,15000,0,2112000,13,1302,10,185,0
"190154",2017,13,1300000002000,65400,23855,2112000,14,1401,10,185,0
"190155",2017,13,1300000002000,10000,0,2112000,15,1501,10,185,0
"190156",2017,13,1300000002000,89600,0,2112000,16,1601,10,185,0
"190157",2017,13,1300000002000,2500,0,2112000,17,1701,10,185,0
"190158",2017,13,1300000002000,2500,0,2112000,18,1801,10,185,0
"190159",2017,13,1300000002000,18000,0,2112000,19,1901,10,185,0
"190160",2017,13,1300000002000,52600,31635,2112000,20,2001,10,185,0
"190161",2017,13,1300000002000,5000,0,2112000,21,2101,10,185,0
"190162",2017,13,1300000002000,10000,0,2112000,22,2201,10,185,0
"190163",2017,13,1300000002000,1476000,405000,2112000,1,101,10,189,0
"190179",2017,13,1300000002000,234,0,2112000,1,101,10,241,0
"190180",2017,13,1300000002000,1225,0,2112000,1,101,10,242,0
"190181",2017,13,1300000002000,1051,655.06,2112000,1,101,10,243,0
"190182",2017,13,1300000002000,34890,0,2112000,1,101,10,244,0
"190183",2017,13,1300000002000,210,0,2112000,1,101,10,289,0
"190184",2017,13,1300000002000,2096,0,2112000,1,101,10,291,0
