"","Ano","Codigo_Programa","Codigo_Actividad_u_Obra","Vigente","Devengado","Codigo_Economico_Nivel_4","Codigo_Departamento","Codigo_Municipio","Codigo_Fuente_agregada","Codigo_Renglon","ej"
"138787",2016,11,1102000002000,2080,1049.36,2112000,6,609,10,122,0
"138788",2016,11,1102000002000,2560,1291.52,2112000,6,611,10,122,0
"138789",2016,11,1102000002000,64000,30212.88,2112000,7,701,10,122,0
"138790",2016,11,1102000002000,4704,1733.28,2112000,7,702,10,122,0
"138791",2016,11,1102000002000,4256,1735.36,2112000,7,703,10,122,0
"138792",2016,11,1102000002000,18816,6933.12,2112000,7,704,10,122,0
"138793",2016,11,1102000002000,69776,25710.32,2112000,7,705,10,122,0
"138794",2016,11,1102000002000,62720,23110.4,2112000,7,706,10,122,0
"138795",2016,11,1102000002000,7840,2888.8,2112000,7,707,10,122,0
"138796",2016,11,1102000002000,3920,1444.4,2112000,7,708,10,122,0
"138797",2016,11,1102000002000,9600,4489.92,2112000,7,709,10,122,0
"138798",2016,11,1102000002000,2400,1122.48,2112000,7,711,10,122,0
"138799",2016,11,1102000002000,10976,4044.32,2112000,7,712,10,122,0
"138800",2016,11,1102000002000,8000,3741.6,2112000,7,713,10,122,0
"138801",2016,11,1102000002000,5600,2619.12,2112000,7,714,10,122,0
"138802",2016,11,1102000002000,7000,3624,2112000,7,719,10,122,0
"138803",2016,11,1102000002000,55664,20510.48,2112000,8,801,10,122,0
"138804",2016,11,1102000002000,10976,4044.32,2112000,8,802,10,122,0
"138805",2016,11,1102000002000,20384,7510.88,2112000,8,803,10,122,0
"138806",2016,11,1102000002000,11760,4333.2,2112000,8,804,10,122,0
"138807",2016,11,1102000002000,66640,24554.8,2112000,8,805,10,122,0
"138808",2016,11,1102000002000,38416,14155.12,2112000,8,806,10,122,0
"138809",2016,11,1102000002000,14112,5199.84,2112000,8,807,10,122,0
"138810",2016,11,1102000002000,20384,7510.88,2112000,8,808,10,122,0
"138811",2016,11,1102000002000,4800,2074.08,2112000,9,901,10,122,0
"138812",2016,11,1102000002000,3920,1444.4,2112000,9,904,10,122,0
"138813",2016,11,1102000002000,10400,4493.84,2112000,9,906,10,122,0
"138814",2016,11,1102000002000,7200,3111.12,2112000,9,907,10,122,0
"138815",2016,11,1102000002000,4000,1728.4,2112000,9,908,10,122,0
"138816",2016,11,1102000002000,19200,8296.32,2112000,9,909,10,122,0
"138817",2016,11,1102000002000,6400,2765.44,2112000,9,911,10,122,0
"138818",2016,11,1102000002000,12800,5530.88,2112000,9,912,10,122,0
"138819",2016,11,1102000002000,3920,1444.4,2112000,9,913,10,122,0
"138820",2016,11,1102000002000,14112,5199.84,2112000,9,914,10,122,0
"138821",2016,11,1102000002000,7200,3111.12,2112000,9,915,10,122,0
"138822",2016,11,1102000002000,6272,2311.04,2112000,9,916,10,122,0
"138823",2016,11,1102000002000,3136,1155.52,2112000,9,918,10,122,0
"138824",2016,11,1102000002000,2400,1037.04,2112000,9,919,10,122,0
"138825",2016,11,1102000002000,6400,2765.44,2112000,9,924,10,122,0
"138826",2016,11,1102000002000,560,289.92,2112000,10,1013,10,122,0
"138827",2016,11,1102000002000,3136,1155.52,2112000,11,1102,10,122,0
"138828",2016,11,1102000002000,5488,2022.16,2112000,11,1106,10,122,0
"138829",2016,11,1102000002000,40800,17629.68,2112000,12,1204,10,122,0
"138830",2016,11,1102000002000,16000,6913.6,2112000,12,1205,10,122,0
"138831",2016,11,1102000002000,31200,13481.52,2112000,12,1206,10,122,0
"138832",2016,11,1102000002000,12800,5530.88,2112000,12,1209,10,122,0
"138833",2016,11,1102000002000,4000,1728.4,2112000,12,1223,10,122,0
"138834",2016,11,1102000002000,7000,6440,2112000,12,1226,10,122,0
"138835",2016,11,1102000002000,2400,1037.04,2112000,12,1229,10,122,0
"138836",2016,11,1102000002000,2400,1037.04,2112000,13,1302,10,122,0
"138837",2016,11,1102000002000,3920,1444.4,2112000,13,1303,10,122,0
"138838",2016,11,1102000002000,3200,1382.72,2112000,13,1304,10,122,0
"138839",2016,11,1102000002000,5200,2655.36,2112000,13,1305,10,122,0
"138840",2016,11,1102000002000,13720,7350,2112000,13,1307,10,122,0
"138841",2016,11,1102000002000,24000,10370.4,2112000,13,1309,10,122,0
"138842",2016,11,1102000002000,14400,6222.24,2112000,13,1310,10,122,0
"138843",2016,11,1102000002000,2400,1037.04,2112000,13,1311,10,122,0
"138844",2016,11,1102000002000,10400,4493.84,2112000,13,1312,10,122,0
"138845",2016,11,1102000002000,7000,6440,2112000,13,1313,10,122,0
"138846",2016,11,1102000002000,8800,3802.48,2112000,13,1315,10,122,0
"138847",2016,11,1102000002000,9600,4148.16,2112000,13,1316,10,122,0
"138848",2016,11,1102000002000,6400,3312.64,2112000,13,1318,10,122,0
"138849",2016,11,1102000002000,16800,7259.28,2112000,13,1319,10,122,0
"138850",2016,11,1102000002000,21600,9333.36,2112000,13,1320,10,122,0
"138851",2016,11,1102000002000,7000,6440,2112000,13,1321,10,122,0
"138852",2016,11,1102000002000,6000,3105.6,2112000,13,1325,10,122,0
"138853",2016,11,1102000002000,23800,10167.36,2112000,13,1326,10,122,0
"138854",2016,11,1102000002000,55552,26324.24,2112000,13,1327,10,122,0
"138855",2016,11,1102000002000,36800,15901.28,2112000,13,1328,10,122,0
"138856",2016,11,1102000002000,9600,4148.16,2112000,13,1329,10,122,0
"138857",2016,11,1102000002000,4000,1728.4,2112000,13,1330,10,122,0
"138858",2016,11,1102000002000,26656,9821.92,2112000,14,1401,10,122,0
"138859",2016,11,1102000002000,12544,4622.08,2112000,14,1402,10,122,0
"138860",2016,11,1102000002000,6272,2311.04,2112000,14,1403,10,122,0
"138861",2016,11,1102000002000,4704,1733.28,2112000,14,1404,10,122,0
"138862",2016,11,1102000002000,4600,2344.16,2112000,14,1405,10,122,0
"138863",2016,11,1102000002000,32144,11844.08,2112000,14,1406,10,122,0
"138864",2016,11,1102000002000,9408,3466.56,2112000,14,1408,10,122,0
"138865",2016,11,1102000002000,21168,7799.76,2112000,14,1410,10,122,0
"138866",2016,11,1102000002000,3800,1936.48,2112000,14,1411,10,122,0
"138867",2016,11,1102000002000,14896,5488.72,2112000,14,1412,10,122,0
"138868",2016,11,1102000002000,9200,4688.32,2112000,14,1413,10,122,0
"138869",2016,11,1102000002000,3136,1155.52,2112000,14,1414,10,122,0
"138870",2016,11,1102000002000,14400,8346.24,2112000,14,1415,10,122,0
"138871",2016,11,1102000002000,11480,7104.48,2112000,14,1416,10,122,0
"138872",2016,11,1102000002000,13328,4946.8,2112000,14,1419,10,122,0
"138873",2016,11,1102000002000,18944,7477.12,2112000,14,1420,10,122,0
"138874",2016,11,1102000002000,1000,474.4,2112000,15,1501,10,122,0
"138875",2016,11,1102000002000,4400,2087.36,2112000,15,1502,10,122,0
"138876",2016,11,1102000002000,4400,2087.36,2112000,15,1503,10,122,0
"138877",2016,11,1102000002000,3400,1612.96,2112000,15,1504,10,122,0
"138878",2016,11,1102000002000,6400,3036.16,2112000,15,1508,10,122,0
"138879",2016,11,1102000002000,93296,35442.96,2112000,16,1601,10,122,0
"138880",2016,11,1102000002000,3600,1598.4,2112000,16,1602,10,122,0
"138881",2016,11,1102000002000,6200,2752.8,2112000,16,1603,10,122,0
"138882",2016,11,1102000002000,5184,2251.44,2112000,16,1604,10,122,0
"138883",2016,11,1102000002000,4000,1776,2112000,16,1605,10,122,0
"138884",2016,11,1102000002000,29008,11020.08,2112000,16,1606,10,122,0
"138885",2016,11,1102000002000,13792,5470.32,2112000,16,1607,10,122,0
"138886",2016,11,1102000002000,18816,7148.16,2112000,16,1608,10,122,0
"138887",2016,11,1102000002000,145040,55100.4,2112000,16,1609,10,122,0
"138888",2016,11,1102000002000,49392,18763.92,2112000,16,1610,10,122,0
"138889",2016,11,1102000002000,20384,7743.84,2112000,16,1611,10,122,0
"138890",2016,11,1102000002000,26656,10126.56,2112000,16,1612,10,122,0
"138891",2016,11,1102000002000,45472,17274.72,2112000,16,1613,10,122,0
"138892",2016,11,1102000002000,10192,3871.92,2112000,16,1614,10,122,0
"138893",2016,11,1102000002000,25872,9828.72,2112000,16,1615,10,122,0
"138894",2016,11,1102000002000,12544,4765.44,2112000,16,1616,10,122,0
"138895",2016,11,1102000002000,16464,6254.64,2112000,16,1617,10,122,0
"138896",2016,11,1102000002000,9128,7386.4,2112000,17,1701,10,122,0
"138897",2016,11,1102000002000,4256,1892.8,2112000,17,1705,10,122,0
"138898",2016,11,1102000002000,7616,3997.12,2112000,17,1709,10,122,0
"138899",2016,11,1102000002000,6608,3752.16,2112000,17,1710,10,122,0
"138900",2016,11,1102000002000,1120,693.12,2112000,18,1801,10,122,0
"138901",2016,11,1102000002000,10360,6411.36,2112000,18,1802,10,122,0
"138902",2016,11,1102000002000,43904,16679.04,2112000,18,1803,10,122,0
"138903",2016,11,1102000002000,3920,2319.52,2112000,20,2004,10,122,0
"138904",2016,11,1102000002000,3920,2319.52,2112000,20,2005,10,122,0
"138905",2016,11,1102000002000,4200,2485.2,2112000,20,2006,10,122,0
"138906",2016,11,1102000002000,4120,2158.24,2112000,21,2105,10,122,0
"138907",2016,11,1102000002000,3200,1614.4,2112000,21,2107,10,122,0
"138908",2016,11,1102000002000,1600,807.2,2112000,22,2206,10,122,0
"138910",2016,11,1102000004000,70720,44200,2112000,7,701,10,185,0
"138911",2016,11,1102000004000,159120,141440,2112000,7,704,10,185,0
"138912",2016,11,1102000004000,362440,349180,2112000,8,801,10,185,1
"138913",2016,11,1102000004000,35360,35360,2112000,8,803,10,185,1
"138914",2016,11,1102000004000,44200,44200,2112000,8,805,10,185,1
"138915",2016,11,1102000004000,53040,53040,2112000,8,806,10,185,1
"138916",2016,11,1102000004000,61880,17680,2112000,12,1201,10,185,0
"138917",2016,11,1102000004000,132600,132600,2112000,12,1204,10,185,1
"138918",2016,11,1102000004000,194480,176800,2112000,12,1206,10,185,0
"138919",2016,11,1102000004000,123760,79560,2112000,13,1301,10,185,0
"138920",2016,11,1102000004000,44200,39780,2112000,13,1309,10,185,0
"138921",2016,11,1102000004000,17680,13260,2112000,13,1312,10,185,0
"138922",2016,11,1102000004000,88400,79560,2112000,13,1317,10,185,0
"138923",2016,11,1102000004000,35360,35360,2112000,13,1324,10,185,1
"138924",2016,11,1102000004000,70720,70720,2112000,13,1326,10,185,1
"138925",2016,11,1102000004000,61880,57460,2112000,13,1327,10,185,0
"138926",2016,11,1102000004000,176800,128180,2112000,14,1401,10,185,0
"138927",2016,11,1102000004000,97240,92820,2112000,14,1410,10,185,1
"138928",2016,11,1102000004000,256360,256360,2112000,14,1413,10,185,1
"138929",2016,11,1102000004000,97240,97240,2112000,14,1416,10,185,1
"138930",2016,11,1102000004000,88400,53040,2112000,15,1501,10,185,0
"138931",2016,11,1102000004000,79560,79560,2112000,15,1504,10,185,1
"138932",2016,11,1102000004000,185640,154700,2112000,16,1601,10,185,0
"138933",2016,11,1102000004000,61880,61880,2112000,17,1709,10,185,1
"138934",2016,11,1102000004000,8840,8840,2112000,17,1713,10,185,1
"138938",2016,12,1202000002000,1379068,438118.29,2112000,1,101,20,122,0
"138939",2016,12,1202000002000,30320,15160.76,2112000,1,107,20,122,0
"138940",2016,12,1202000002000,408152,201018.47,2112000,1,110,20,122,0
"138941",2016,12,1202000002000,17520,7681.86,2112000,1,111,20,122,0
"138942",2016,12,1202000002000,38920,17466.36,2112000,1,112,20,122,0
"138943",2016,12,1202000002000,12200,5798.76,2112000,3,305,20,122,0
"138944",2016,12,1202000002000,18976,9469.56,2112000,3,306,20,122,0
"138945",2016,12,1202000002000,127960,56743.76,2112000,4,401,20,122,0
"138946",2016,12,1202000002000,180872,84825.81,2112000,4,403,20,122,0
"138947",2016,12,1202000002000,306928,142569.82,2112000,4,406,20,122,0
"138948",2016,12,1202000002000,155312,73046.46,2112000,4,407,20,122,0
"138949",2016,12,1202000002000,80720,37279.03,2112000,4,409,20,122,0
"138950",2016,12,1202000002000,40752,19085.39,2112000,4,413,20,122,0
"138951",2016,12,1202000002000,50544,34975.74,2112000,6,601,20,122,0
"138952",2016,12,1202000002000,61920,42904.16,2112000,6,611,20,122,0
"138953",2016,12,1202000002000,319776,147058.15,2112000,7,701,20,122,0
"138954",2016,12,1202000002000,178800,51170.4,2112000,7,705,20,122,0
"138955",2016,12,1202000002000,147510,42215.58,2112000,7,706,20,122,0
"138956",2016,12,1202000002000,74352,33164.77,2112000,7,709,20,122,0
"138957",2016,12,1202000002000,128272,59261.62,2112000,7,712,20,122,0
"138958",2016,12,1202000002000,125572,82398.74,2112000,7,714,20,122,0
"138959",2016,12,1202000002000,187740,53728.92,2112000,8,801,20,122,0
"138960",2016,12,1202000002000,93870,26864.46,2112000,8,803,20,122,0
"138961",2016,12,1202000002000,195190,55861.02,2112000,8,805,20,122,0
"138962",2016,12,1202000002000,134100,38377.8,2112000,8,806,20,122,0
"138963",2016,12,1202000002000,40230,11513.34,2112000,8,808,20,122,0
"138964",2016,12,1202000002000,31290,8954.82,2112000,9,901,20,122,0
"138965",2016,12,1202000002000,131528,49515.96,2112000,9,904,20,122,0
"138966",2016,12,1202000002000,50911,25364.34,2112000,9,907,20,122,0
"138967",2016,12,1202000002000,121706,58879.34,2112000,9,909,20,122,0
"138968",2016,12,1202000002000,115192,51581.69,2112000,9,910,20,122,0
"138969",2016,12,1202000002000,162016,57716.47,2112000,9,913,20,122,0
"138970",2016,12,1202000002000,44337,28521.23,2112000,10,1001,20,122,0
"138971",2016,12,1202000002000,65022,19640.07,2112000,11,1101,20,122,0
"138972",2016,12,1202000002000,61789,26075.14,2112000,12,1201,20,122,0
"138973",2016,12,1202000002000,206494,96974.28,2112000,12,1204,20,122,0
"138974",2016,12,1202000002000,141903,65265.67,2112000,12,1205,20,122,0
"138975",2016,12,1202000002000,207406,95807.8,2112000,12,1206,20,122,0
"138976",2016,12,1202000002000,125939,51797.97,2112000,12,1207,20,122,0
"138977",2016,12,1202000002000,204075,85561.6,2112000,12,1209,20,122,0
"138978",2016,12,1202000002000,97308,42118.43,2112000,12,1210,20,122,0
"138979",2016,12,1202000002000,114527,50143.77,2112000,12,1223,20,122,0
"138980",2016,12,1202000002000,63427,27805.89,2112000,12,1224,20,122,0
"138981",2016,12,1202000002000,65484,27052.67,2112000,13,1301,20,122,0
"138982",2016,12,1202000002000,133350,60190.82,2112000,13,1303,20,122,0
"138983",2016,12,1202000002000,103044,44619.34,2112000,13,1306,20,122,0
"138984",2016,12,1202000002000,135952,97685.94,2112000,13,1308,20,122,0
"138985",2016,12,1202000002000,108849,51896.13,2112000,13,1309,20,122,0
"138986",2016,12,1202000002000,193570,85412.68,2112000,13,1311,20,122,0
"138987",2016,12,1202000002000,107625,44894.36,2112000,13,1315,20,122,0
"138988",2016,12,1202000002000,151532,94133.68,2112000,13,1317,20,122,0
"138989",2016,12,1202000002000,192603,100909.54,2112000,13,1319,20,122,0
"138990",2016,12,1202000002000,192694,119645.29,2112000,13,1323,20,122,0
"138991",2016,12,1202000002000,219128,138233.59,2112000,13,1327,20,122,0
"138992",2016,12,1202000002000,98401,46329.83,2112000,13,1331,20,122,0
"138993",2016,12,1202000002000,177310,50743.98,2112000,14,1401,20,122,0
"138994",2016,12,1202000002000,110260,31555.08,2112000,14,1404,20,122,0
"138995",2016,12,1202000002000,110138,81083.34,2112000,14,1405,20,122,0
"138996",2016,12,1202000002000,137080,39230.64,2112000,14,1406,20,122,0
"138997",2016,12,1202000002000,151980,43494.84,2112000,14,1409,20,122,0
"138998",2016,12,1202000002000,174530,81593.75,2112000,14,1410,20,122,0
"138999",2016,12,1202000002000,165390,47332.62,2112000,14,1412,20,122,0
"139000",2016,12,1202000002000,147852,109112.32,2112000,14,1413,20,122,0
"139001",2016,12,1202000002000,264145,129231.15,2112000,14,1416,20,122,0
"139002",2016,12,1202000002000,75600,45334.8,2112000,15,1503,20,122,0
"139003",2016,12,1202000002000,194480,43735.12,2112000,16,1601,20,122,0
"139004",2016,12,1202000002000,57800,12998.2,2112000,16,1604,20,122,0
"139005",2016,12,1202000002000,102000,22938,2112000,16,1608,20,122,0
"139006",2016,12,1202000002000,255000,57345,2112000,16,1609,20,122,0
"139007",2016,12,1202000002000,89760,20185.44,2112000,16,1611,20,122,0
"139008",2016,12,1202000002000,108800,24467.2,2112000,16,1612,20,122,0
"139009",2016,12,1202000002000,136000,30584,2112000,16,1613,20,122,0
"139010",2016,12,1202000002000,141920,32095.2,2112000,16,1617,20,122,0
"139011",2016,12,1202000002000,125981,86871.44,2112000,17,1701,20,122,0
"139012",2016,12,1202000002000,134490,78959.95,2112000,17,1710,20,122,0
"139013",2016,12,1202000002000,80920,18197.48,2112000,18,1803,20,122,0
"139014",2016,12,1202000002000,49526,28331.84,2112000,20,2001,20,122,0
"139015",2016,12,1202000002000,41688,28898.3,2112000,21,2106,20,122,0
"139016",2016,12,1202000002000,110988,77072.82,2112000,22,2201,20,122,0
"139017",2016,12,1202000002000,83196,57799,2112000,22,2203,20,122,0
"139018",2016,12,1202000004000,388720,388720,2112000,7,701,20,185,1
"139019",2016,12,1202000004000,3969609,3925409,2112000,8,801,20,185,1
"139020",2016,12,1202000004000,3194440,3150240,2112000,12,1201,20,185,1
"139021",2016,12,1202000004000,3312681,3268481,2112000,13,1301,20,185,1
"139022",2016,12,1202000004000,5267539,5179139,2112000,14,1401,20,185,1
"139023",2016,12,1202000004000,955312,946472,2112000,15,1501,20,185,1
"139024",2016,12,1202000004000,1170600,1161760,2112000,16,1601,20,185,1
"139025",2016,12,1202000004000,1145659,1141239,2112000,17,1701,20,185,1
"139026",2016,12,1202000006000,22500,22500,2112000,1,101,10,211,1
"139027",2016,12,1202000006000,661,660.4,2112000,1,101,10,243,1
"139028",2016,12,1202000006000,625,623.1,2112000,1,101,10,244,1
"139029",2016,12,1202000006000,1200,999.4,2112000,1,101,10,291,0
"139031",2016,13,1300000002000,15194,0,2112000,1,101,60,122,0
"139032",2016,13,1300000002000,16514,0,2112000,13,1301,60,122,0
"139033",2016,13,1300000002000,41256,0,2112000,13,1315,60,122,0
"139034",2016,13,1300000002000,42976,0,2112000,14,1401,60,122,0
"139035",2016,13,1300000002000,51628,0,2112000,14,1410,60,122,0
"139036",2016,13,1300000002000,43478,0,2112000,15,1501,60,122,0
"139037",2016,13,1300000002000,96426,0,2112000,15,1504,60,122,0
"139038",2016,13,1300000002000,36146,0,2112000,15,1508,60,122,0
"139039",2016,13,1300000002000,108160,0,2112000,16,1601,60,122,0
"139040",2016,13,1300000002000,16822,0,2112000,16,1617,60,122,0
"139041",2016,13,1300000002000,18142,0,2112000,20,2001,60,122,0
"139042",2016,13,1300000002000,52696,0,2112000,20,2006,60,122,0
"139043",2016,13,1300000002000,28656,0,2112000,21,2101,60,122,0
"139044",2016,13,1300000002000,82672,0,2112000,21,2102,60,122,0
"139045",2016,13,1300000002000,4234,0,2112000,21,2103,60,122,0
"139046",2016,13,1300000002000,150000,150000,2112000,1,101,60,189,1
"139049",2016,14,1401000002000,45720,20866,2112000,1,101,10,133,0
"139050",2016,14,1401000002000,1669,0,2112000,1,101,10,141,0
"139051",2016,14,1401000002000,4334497,4308400,2112000,1,101,10,185,1
"139052",2016,14,1401000002000,816556,816556,2112000,4,403,10,185,1
"139053",2016,14,1401000002000,625228,616529,2112000,7,701,10,185,1
"139054",2016,14,1401000002000,954890,954890,2112000,8,801,10,185,1
"139055",2016,14,1401000002000,3280918,3038496,2112000,9,901,10,185,0
"139056",2016,14,1401000002000,961378,952729,2112000,12,1204,10,185,1
"139057",2016,14,1401000002000,1040630,1040630,2112000,12,1206,10,185,1
"139058",2016,14,1401000002000,581681,581681,2112000,13,1317,10,185,1
"139059",2016,14,1401000002000,971134,971134,2112000,13,1326,10,185,1
"139060",2016,14,1401000002000,2300135,2187148,2112000,14,1401,10,185,1
"139061",2016,14,1401000002000,1568146,1455059,2112000,14,1413,10,185,0
"139062",2016,14,1401000002000,737914,737914,2112000,16,1601,10,185,1
"139063",2016,14,1401000002000,130283,112885,2112000,17,1701,10,185,0
"139081",2016,14,1401000002000,208210,200749,2112000,1,101,10,199,1
"139082",2016,14,1401000002000,145680,129322,2112000,1,101,10,211,0
"139083",2016,5,500000008000,2000,77.4,2113000,1,101,10,195,0
"139084",2016,5,500000008000,16045,15990,2211000,1,101,10,322,1
"139085",2016,5,500000008000,70000,68975,2211000,1,101,10,328,1
"139086",2016,5,500000008000,4000,3908,2211000,1,101,10,329,1
"189567",2017,5,500000008000,2558007,2558006.79,2111000,1,101,10,11,1
"189568",2017,5,500000008000,15634,15624,2111000,7,701,10,11,1
"189569",2017,5,500000008000,775,774.03,2111000,1,101,10,13,1
"189571",2017,5,500000008000,166496,166495.69,2111000,1,101,10,14,1
"189572",2017,5,500000008000,2884551,2884550.93,2111000,1,101,10,15,1
"189573",2017,5,500000008000,19639,19638.12,2111000,7,701,10,15,1
"189574",2017,5,500000008000,1253388,1253388,2111000,1,101,10,22,1
"189577",2017,5,500000008000,31500,31500,2111000,1,101,10,26,1
"189578",2017,5,500000008000,580833,580833,2111000,1,101,10,27,1
"189581",2017,5,500000008000,595818,595807.3,2111000,1,101,10,71,1
"189582",2017,5,500000008000,2574,2563.51,2111000,7,701,10,71,1
"189583",2017,5,500000008000,635724,635723.25,2111000,1,101,10,72,1
"189585",2017,5,500000008000,9814,9813.09,2111000,1,101,10,73,1
"189586",2017,5,500000008000,210,200,2111000,7,701,10,73,1
"189587",2017,5,500000008000,77640,71113.25,2112000,1,101,10,113,0
"189588",2017,5,500000008000,5242063,28955.5,2112000,1,101,10,122,0
"189589",2017,5,500000008000,24200,16765.5,2112000,1,101,10,133,0
"189590",2017,5,500000008000,15000,4355,2112000,1,101,10,141,0
"189591",2017,5,500000008000,40000,2296,2112000,1,101,10,162,0
"189592",2017,5,500000008000,165065,141664.58,2112000,1,101,10,165,0
"189593",2017,5,500000008000,10000,6758,2112000,1,101,10,168,0
"189594",2017,5,500000008000,136000,133803,2112000,1,101,10,185,1
"189595",2017,5,500000008000,150000,115000,2112000,1,101,10,189,0
"189596",2017,5,500000008000,40000,10741.29,2112000,1,101,10,191,0
"189597",2017,5,500000008000,5000,609,2112000,1,101,10,199,0
"189598",2017,5,500000008000,137530,121735.4,2112000,1,101,10,211,0
"189599",2017,5,500000008000,5000,5000,2112000,7,701,10,211,1
"189600",2017,5,500000008000,5000,0,2112000,9,901,10,211,0
"189601",2017,5,500000008000,5000,0,2112000,18,1802,10,211,0
"189602",2017,5,500000008000,5000,0,2112000,21,2101,10,211,0
"189603",2017,5,500000008000,12000,11377.5,2112000,1,101,10,214,0
"189604",2017,5,500000008000,33025,24630,2112000,1,101,10,241,0
"189605",2017,5,500000008000,50000,7734.45,2112000,1,101,10,243,0
"189606",2017,5,500000008000,20000,438.9,2112000,1,101,10,244,0
"189607",2017,5,500000008000,3000,0,2112000,1,101,10,247,0
"189608",2017,5,500000008000,334,0,2112000,1,101,10,253,0
"189609",2017,5,500000008000,180000,90000,2112000,1,101,10,262,0
"189610",2017,5,500000008000,4000,0,2112000,1,101,10,266,0
"189611",2017,5,500000008000,120000,51799,2112000,1,101,10,267,0
"189612",2017,5,500000008000,30000,8856,2112000,1,101,10,268,0
"189613",2017,5,500000008000,2000,0,2112000,1,101,10,269,0
"189614",2017,5,500000008000,13500,0,2112000,1,101,10,286,0
"189615",2017,5,500000008000,48775,43314.3,2112000,1,101,10,291,0
"189616",2017,5,500000008000,4390,470.4,2112000,1,101,10,292,0
"189617",2017,5,500000008000,20250,1886.5,2112000,1,101,10,293,0
"189618",2017,5,500000008000,1200,1158,2112000,1,101,10,296,1
"189619",2017,5,500000008000,5400,0,2112000,1,101,10,297,0
"189620",2017,5,500000008000,37500,22730.26,2112000,1,101,10,298,0
"189621",2017,11,1102000001000,313160,1489.1,2112000,1,101,10,122,0
"189622",2017,11,1102000001000,60140,17064.6,2112000,7,701,10,122,0
"189623",2017,11,1102000001000,130320,77494.86,2112000,8,801,10,122,0
"189624",2017,11,1102000001000,42400,15274.6,2112000,9,901,10,122,0
"189625",2017,11,1102000001000,60000,21615,2112000,12,1201,10,122,0
"189626",2017,11,1102000001000,79600,28675.9,2112000,13,1301,10,122,0
"189627",2017,11,1102000001000,112540,48945.3,2112000,14,1401,10,122,0
"189628",2017,11,1102000001000,104160,20763.25,2112000,1,101,10,133,0
"189629",2017,11,1102000001000,234150,86255.6,2112000,1,101,10,185,0
"189630",2017,11,1102000001000,30000,27390,2112000,3,301,10,185,0
"189631",2017,11,1102000001000,30000,9500,2112000,6,601,10,185,0
"189632",2017,11,1102000001000,56650,50000,2112000,7,701,10,185,0
"189633",2017,11,1102000001000,417500,89500,2112000,9,901,10,185,0
"189634",2017,11,1102000001000,56650,33345,2112000,13,1301,10,185,0
"189635",2017,11,1102000001000,24000,7800,2112000,14,1401,10,185,0
"189636",2017,11,1102000001000,56650,46150,2112000,16,1601,10,185,0
"189637",2017,11,1102000001000,36000,9500,2112000,18,1802,10,185,0
"189638",2017,11,1102000001000,230000,60000,2112000,19,1901,10,185,0
"189640",2017,11,1102000001000,160000,74175,2112000,22,2201,10,185,0
"189642",2017,11,1102000001000,180000,0,2112000,1,101,10,189,0
"189669",2017,11,1102000001000,225,0,2112000,1,101,10,241,0
"189670",2017,11,1102000001000,1275,941.2,2112000,1,101,10,242,0
"189671",2017,11,1102000001000,1030,340.79,2112000,1,101,10,243,0
"189672",2017,11,1102000001000,10533,5147.5,2112000,1,101,10,291,0
"189673",2017,11,1102000001000,50360,559.5,2112000,1,101,10,293,0
"189674",2017,11,1102000002000,887847,66446.05,2112000,1,101,10,122,0
"189675",2017,11,1102000002000,1920,1340.4,2112000,3,301,10,122,0
"189676",2017,11,1102000002000,22400,15638,2112000,4,401,10,122,0
"189677",2017,11,1102000002000,60600,43622.5,2112000,5,501,10,122,0
"189678",2017,11,1102000002000,166140,92662.7,2112000,6,601,10,122,0
"189679",2017,11,1102000002000,547640,142059.3,2112000,7,701,10,122,0
"189680",2017,11,1102000002000,33600,19866,2112000,8,801,10,122,0
"189681",2017,11,1102000002000,28000,16126,2112000,9,901,10,122,0
"189682",2017,11,1102000002000,10000,7280,2112000,10,1001,10,122,0
"189683",2017,11,1102000002000,1040,630.8,2112000,11,1101,10,122,0
"189684",2017,11,1102000002000,20800,13676,2112000,12,1201,10,122,0
"189685",2017,11,1102000002000,690920,218443.46,2112000,13,1301,10,122,0
"189686",2017,11,1102000002000,347480,96688.75,2112000,14,1401,10,122,0
"189687",2017,11,1102000002000,28480,22710.6,2112000,15,1501,10,122,0
"189688",2017,11,1102000002000,128012,59416.39,2112000,16,1601,10,122,0
"189689",2017,11,1102000002000,41880,36491.4,2112000,17,1701,10,122,0
"189690",2017,11,1102000002000,289100,114607.35,2112000,18,1801,10,122,0
"189691",2017,11,1102000002000,402540,109149.3,2112000,20,2001,10,122,0
"189692",2017,11,1102000002000,111360,81694.4,2112000,21,2101,10,122,0
"189693",2017,11,1102000002000,16096,11963.58,2112000,22,2201,10,122,0
"189694",2017,11,1102000004000,277800,114400,2112000,1,101,10,185,0
"189695",2017,11,1102000004000,334375,81015,2112000,3,301,10,185,0
"189696",2017,11,1102000004000,608255,387255,2112000,4,401,10,185,0
"189697",2017,11,1102000004000,25080,0,2112000,5,501,10,185,0
"189698",2017,11,1102000004000,108800,8800,2112000,6,601,10,185,0
"189699",2017,11,1102000004000,569480,348480,2112000,7,701,10,185,0
"189700",2017,11,1102000004000,449415,228415,2112000,8,801,10,185,0
"189701",2017,11,1102000004000,357600,136125,2112000,9,901,10,185,0
"189702",2017,11,1102000004000,398920,177760,2112000,10,1001,10,185,0
"189703",2017,11,1102000004000,275745,49500,2112000,11,1101,10,185,0
